UNIT,TAILS,KG,SALES PER KG,ABW,CHICKEN SIZE,PROVINCE,YEAR,MONTH,DAY,SupplyProvince,DemandProvince,Holiday
JAMBI,9168,16903.4,20220.51185,1.843739092,MEDIUM,JAMBI,21,12,8,1557986,2464346,0
LUBUKLINGGAU,5723,12141.6,18909.8389,2.121544644,LARGE,SUMATERA SELATAN,21,12,8,4424703,5511641,0
MUARAENIM,15393,31480.4,18611.28829,2.045111414,LARGE,SUMATERA SELATAN,21,12,8,4424703,5511641,0
MUAROBUNGO,19606,43298.0,19192.30172,2.20840559,LARGE,JAMBI,21,12,8,1557986,2464346,0
PALEMBANG,14388,30287.6,19724.77251,2.105059772,LARGE,SUMATERA SELATAN,21,12,8,4424703,5511641,0
50 KOTA,7008,12749.7,20414.65682,1.819306507,MEDIUM,SUMATERA BARAT,21,12,8,2985299,4704630,0
BANGKINANG,11863,18353.3,21312.24902,1.547104442,MEDIUM,RIAU,21,12,8,8338176,5737873,0
PADANG,5723,9629.2,20335.89499,1.68254412,MEDIUM,SUMATERA BARAT,21,12,8,2985299,4704630,0
PARIAMAN,5838,9984.0,20332.65825,1.710174717,MEDIUM,SUMATERA BARAT,21,12,8,2985299,4704630,0
PAYAKUMBUH,13826,27070.35,20201.20168,1.95793071,MEDIUM,SUMATERA BARAT,21,12,8,2985299,4704630,0
PEKANBARU,5243,11670.7,20137.66098,2.225958421,LARGE,RIAU,21,12,8,8338176,5737873,0
PELALAWAN,3113,3398.4,22834.06897,1.091680051,SMALL,RIAU,21,12,8,8338176,5737873,0
RENGAT,9910,18433.4,20784.47818,1.860080727,MEDIUM,RIAU,21,12,8,8338176,5737873,0
SIJUNJUNG,9865,19998.6,19927.82495,2.027227572,LARGE,SUMATERA BARAT,21,12,8,2985299,4704630,0
BINJAI,6934,12984.13,20298.33374,1.872531007,MEDIUM,SUMATERA UTARA,21,12,8,7963562,8822019,0
METRO,8509,18241.4,18726.8543,2.143777177,LARGE,LAMPUNG,21,12,8,4152685,4410467,0
KUDUS,9597,17603.4,19570.28188,1.834260706,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
TEGAL,8388,17044.5,19870.92611,2.032010014,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
BLORA,6746,14862.8,19315.17345,2.203201897,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
PONOROGO,4736,5515.0,19742.06709,1.164484797,SMALL,JAWA TENGAH,21,12,8,44473635,25120569,0
SOLO,1786,2766.8,19500.0,1.549160134,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
SRAGEN,5203,8272.5,19466.0955,1.589948107,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
WONOGIRI,14296,23074.0,19500.0,1.614017907,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
BLITAR,2094,3585.0,19500.0,1.712034384,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
MALANG,26508,32493.1,19500.0,1.225784669,SMALL,JAWA TIMUR,21,12,8,28211360,34531309,0
PROBOLINGGO,9652,10810.1,19500.0,1.119985495,SMALL,JAWA TIMUR,21,12,8,28211360,34531309,0
SINGOSARI,5166,6575.9,19500.0,1.272919086,SMALL,JAWA TIMUR,21,12,8,28211360,34531309,0
MADIUN,2560,2933.0,19500.0,1.145703125,SMALL,JAWA TIMUR,21,12,8,28211360,34531309,0
BOJONEGORO,6296,9543.6,19500.0,1.515819568,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
MOJOKERTO,1573,2648.5,19500.0,1.683725366,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
TULUNGAGUNG,9273,14158.7,19500.0,1.526873719,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
BANJARBARU,4870,7377.3,18000.0,1.514845996,MEDIUM,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BANJARMASIN,8070,10361.3,18728.3449,1.283928129,SMALL,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
BARABAI,1680,2892.5,17000.0,1.72172619,MEDIUM,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
PELAIHARI,12540,21313.8,18142.09573,1.699665072,MEDIUM,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
TANJUNG,3940,5095.5,17450.29928,1.293274112,SMALL,KALIMANTAN SELATAN,21,12,8,4068129,3360253,0
MAKASAR,4250,6485.46,20419.23148,1.525990588,MEDIUM,SULAWESI SELATAN,21,12,8,4185996,4656211,0
LAMONGAN,8201,13851.5,19367.95654,1.689001341,MEDIUM,JAWA TIMUR,21,12,8,28211360,34531309,0
UNGARAN,6918,13901.8,19060.08574,2.009511419,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
KUDUS,7296,11190.8,19615.52347,1.533826754,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
BLORA,14340,20069.2,19568.81191,1.399525802,SMALL,JAWA TENGAH,21,12,8,44473635,25120569,0
KARANGASEM,2000,2893.0,20000.0,1.4465,SMALL,BALI,21,12,8,3934482,4035697,0
SINGARAJA,2000,2654.5,20000.0,1.32725,SMALL,BALI,21,12,8,3934482,4035697,0
TABANAN,2000,2608.0,20000.0,1.304,SMALL,BALI,21,12,8,3934482,4035697,0
GUNUNG KENCANA,4480,6352.8,20016.56435,1.418035714,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
PANDEGLANG,4096,5921.3,19847.81889,1.445629883,SMALL,BANTEN,21,12,8,12562506,10545507,0
SUKABUMI,1920,3126.2,20300.0,1.628229167,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
KLATEN,4991,8465.0,19500.0,1.696052895,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
KULONPROGO,7168,10862.0,19450.0,1.515345982,MEDIUM,DI YOGYAKARTA,21,12,8,3231894,4956169,0
MAGELANG,5888,8222.0,19827.9494,1.396399457,SMALL,JAWA TENGAH,21,12,8,44473635,25120569,0
YOGYAKARTA,2880,6547.0,19178.83153,2.273263889,LARGE,DI YOGYAKARTA,21,12,8,3231894,4956169,0
PARUNG,4480,6030.2,20885.49302,1.346026786,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
PURWAKARTA,6144,8781.4,20049.18009,1.429264323,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
CIREBON,1920,2928.5,19400.0,1.525260417,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
SUBANG(P),750,1362.1,20300.0,1.816133333,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
BREBES,6396,10955.5,19400.0,1.712867417,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PEKALONGAN,17995,27884.2,19521.28159,1.549552654,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PURBALINGGA,3329,5646.1,19400.0,1.696034845,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PURWOKERTO,6405,8180.5,19754.58713,1.277205308,SMALL,JAWA TENGAH,21,12,8,44473635,25120569,0
TEGAL,6104,8387.0,19802.76619,1.374017038,SMALL,JAWA TENGAH,21,12,8,44473635,25120569,0
MAROS,3000,4597.43,20545.18046,1.532476667,MEDIUM,SULAWESI SELATAN,21,12,8,4185996,4656211,0
BANDAR JAYA,3840,5952.4,19000.0,1.550104167,MEDIUM,LAMPUNG,21,12,8,4152685,4410467,0
DEMAK,22199,41863.0,19362.5636,1.885805667,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
METRO,12780,14222.6,19897.17773,1.112879499,SMALL,LAMPUNG,21,12,8,4152685,4410467,0
SALATIGA,9039,19046.4,19450.55444,2.107135745,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
YOGYAKARTA,10337,21615.8,19759.09936,2.091109606,LARGE,DI YOGYAKARTA,21,12,8,3231894,4956169,0
BOGOR,19931,31831.3,21295.62732,1.597074908,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
KARAWANG,12569,18378.8,20969.53174,1.462232477,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
PARUNG,3550,3779.8,22500.0,1.064732394,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
PURWAKARTA,21172,34503.6,20648.18048,1.62968071,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
BANDUNG,5286,6632.6,21748.30383,1.254748392,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
GARUT,3644,6312.8,20785.03358,1.732381998,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
MAGELANG,17097,36918.8,19451.60569,2.159372989,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
TASIKMALAYA,10276,16395.1,20381.54693,1.595474893,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
INDRAMAYU,10991,21864.1,20243.39442,1.989273042,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
MAJALENGKA,21432,37184.5,20537.76439,1.734999067,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
SUBANG(P),15610,20575.5,21094.96732,1.318097373,SMALL,JAWA BARAT,21,12,8,49942532,40767182,0
BREBES,12355,21832.5,19776.07924,1.767098341,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PEKALONGAN,3380,6150.0,20000.0,1.819526627,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PURBALINGGA,9471,18069.2,19290.13459,1.907845001,MEDIUM,JAWA TENGAH,21,12,8,44473635,25120569,0
PURWOKERTO,23477,50586.5,19323.91053,2.154725902,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
BANDAR LAMPUNG,4620,5826.6,19433.83792,1.261168831,SMALL,LAMPUNG,21,12,8,4152685,4410467,0
CIREBON,13674,28886.0,20088.9012,2.112476232,LARGE,JAWA BARAT,21,12,8,49942532,40767182,0
KULONPROGO,12071,22314.2,19628.42943,1.848579239,MEDIUM,DI YOGYAKARTA,21,12,8,3231894,4956169,0
CIANJUR,8644,15868.4,20705.78256,1.835770477,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
SUKABUMI,6555,12650.8,21000.0,1.929946606,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
KLATEN,6818,14944.4,19762.17004,2.191903784,LARGE,JAWA TENGAH,21,12,8,44473635,25120569,0
TANJUNG BINTANG,11552,16549.2,19233.75752,1.432583102,SMALL,LAMPUNG,21,12,8,4152685,4410467,0
TULANG BAWANG,2048,2960.6,18500.0,1.445605469,SMALL,LAMPUNG,21,12,8,4152685,4410467,0
MEDAN,8088,12234.3,20800.0,1.512648368,MEDIUM,SULAWESI UTARA,21,12,8,321214,1249710,0
PEMATANG SIANTAR,8576,9688.4,21154.49403,1.129710821,SMALL,SUMATERA UTARA,21,12,8,7963562,8822019,0
TEBING TINGGI,5376,6820.5,20769.92889,1.268694196,SMALL,SUMATERA UTARA,21,12,8,7963562,8822019,0
DENPASAR,12107,23392.5,18820.03847,1.932146692,MEDIUM,BALI,21,12,8,3934482,4035697,0
GIANYAR,11173,23690.5,18989.01458,2.120334736,LARGE,BALI,21,12,8,3934482,4035697,0
KARANGASEM,9866,23189.25,18627.67231,2.350420637,LARGE,BALI,21,12,8,3934482,4035697,0
BADUNG,8982,15804.0,19126.28923,1.759519038,MEDIUM,BALI,21,12,8,3934482,4035697,0
PRINGSEWU,1920,3188.0,19000.0,1.660416667,MEDIUM,LAMPUNG,21,12,8,4152685,4410467,0
KEDIRI BALI,12152,22306.0,19012.81045,1.83558262,MEDIUM,BALI,21,12,8,3934482,4035697,0
PANDEGLANG,3834,9158.0,20513.44835,2.388628065,LARGE,BANTEN,21,12,8,12562506,10545507,0
GUNUNG KENCANA,8888,16491.8,21000.0,1.855513051,MEDIUM,JAWA BARAT,21,12,8,49942532,40767182,0
TABANAN,10029,17479.0,19337.71955,1.742845747,MEDIUM,BALI,21,12,8,3934482,4035697,0
SERANG,8672,13368.2,20815.00875,1.541535978,MEDIUM,BANTEN,21,12,8,12562506,10545507,0
NEGARA,3014,7297.25,17611.41183,2.421118115,LARGE,BALI,21,12,8,3934482,4035697,0
LOMBOK,4684,7188.0,19396.04201,1.534585824,MEDIUM,NUSA TENGGARA BARAT,21,12,8,1929771,2845134,0
SINGARAJA,5391,12033.0,18000.0,2.232053422,LARGE,BALI,21,12,8,3934482,4035697,0
KENDARI,6710,14842.3,20940.29901,2.211967213,LARGE,SULAWESI TENGGARA,21,12,9,84352,674013,0
SAMARINDA,1130,1239.8,20500.0,1.097168142,SMALL,KALIMANTAN TIMUR,21,12,9,2300037,4222539,0
TANJUNG,8876,16350.2,19000.0,1.842068499,MEDIUM,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
BONE,3505,8083.2,18748.00821,2.306191155,LARGE,SUMATERA SELATAN,21,12,9,4424703,5511641,0
BULUKUMBA,3270,8667.1,19020.38167,2.650489297,LARGE,SUMATERA SELATAN,21,12,9,4424703,5511641,0
GORONTALO,4190,9112.4,23797.10065,2.174797136,LARGE,GORONTALO,21,12,9,83222,409450,0
GOWA,12600,24489.2,19167.874,1.943587302,MEDIUM,SULAWESI SELATAN,21,12,9,4185996,4656211,0
MAKASAR,6270,11909.4,19194.22893,1.899425837,MEDIUM,SULAWESI SELATAN,21,12,9,4185996,4656211,0
BANDAR LAMPUNG,9735,15891.2,20008.27502,1.632378017,MEDIUM,LAMPUNG,21,12,9,4152685,4410467,0
MANADO,9940,21305.5,21562.57304,2.143410463,LARGE,SULAWESI UTARA,21,12,9,321214,1249710,0
MAROS,9280,20871.6,18715.54169,2.249094828,LARGE,SULAWESI SELATAN,21,12,9,4185996,4656211,0
PALOPO,6860,15028.4,20833.38213,2.190728863,LARGE,SULAWESI SELATAN,21,12,9,4185996,4656211,0
PALU,4225,9112.8,22653.08138,2.15687574,LARGE,SULAWESI TENGAH,21,12,9,213081,1001795,0
PARE-PARE(SIDRAP),14100,26662.7,19099.40854,1.890971631,MEDIUM,SULAWESI SELATAN,21,12,9,4185996,4656211,0
SENGKANG,8625,22198.9,19081.95001,2.573785507,LARGE,SULAWESI SELATAN,21,12,9,4185996,4656211,0
SINJAI,3210,8050.5,19509.61431,2.507943925,LARGE,SULAWESI SELATAN,21,12,9,4185996,4656211,0
BANDAR JAYA,7857,18091.2,19080.70775,2.302558228,LARGE,LAMPUNG,21,12,9,4152685,4410467,0
PONTIANAK,25761,46851.64,19760.60879,1.818704243,MEDIUM,KALIMANTAN BARAT,21,12,9,3650682,2932352,0
MAMUJU,6920,15769.6,20935.85443,2.278843931,LARGE,SULAWESI BARAT,21,12,9,84352,391395,0
PENAJAM PASER UTARA,7880,13746.1,20382.36663,1.744428934,MEDIUM,KALIMANTAN TIMUR,21,12,9,2300037,4222539,0
SOLO,20800,46803.6,18737.34926,2.250173077,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
PALANGKARAYA,2250,4783.2,19392.59282,2.125866667,LARGE,KALIMANTAN TENGAH,21,12,9,1467591,2763960,0
PONOROGO,11606,24391.0,19198.65934,2.101585387,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
METRO,10279,21562.8,18367.49587,2.0977527,LARGE,LAMPUNG,21,12,9,4152685,4410467,0
SRAGEN,28947,61184.1,18796.95803,2.113659447,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
WONOGIRI,11256,27592.7,19158.48213,2.451377043,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
BANYUWANGI,5760,13277.5,19604.93316,2.305121528,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
BLITAR,16994,31301.5,19755.83918,1.841914793,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
JEMBER,3145,7013.8,19892.88831,2.230143084,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
MALANG,11883,27929.9,19745.1756,2.350408146,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
PROBOLINGGO,3483,7321.9,19978.14775,2.102182027,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
SINGOSARI,4796,10911.0,19798.48776,2.275020851,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
BOJONEGORO,13656,32471.2,19664.35765,2.377797305,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
KEDIRI,15789,34619.0,19756.47159,2.192602445,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
LAMONGAN,7202,15464.5,19826.51233,2.147250764,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
MOJOKERTO,11139,17580.9,19503.42417,1.578319418,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
TULUNGAGUNG,11158,22763.5,19707.23527,2.040105754,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
BALIKPAPAN,670,1376.4,20500.0,2.054328358,LARGE,KALIMANTAN TIMUR,21,12,9,2300037,4222539,0
BANJARBARU,8280,16148.7,18861.61487,1.950326087,MEDIUM,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
BANJARMASIN,12540,26489.8,18922.99262,2.112424242,LARGE,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
BARABAI,15396,34001.9,18812.47666,2.208489218,LARGE,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
PELAIHARI,15107,36798.3,18297.55695,2.435844311,LARGE,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
PRINGSEWU,14075,28729.4,18736.52078,2.041165187,LARGE,LAMPUNG,21,12,9,4152685,4410467,0
KISARAN,11741,19006.3,20632.52448,1.618797377,MEDIUM,SUMATERA UTARA,21,12,9,7963562,8822019,0
TULANG BAWANG,13176,26106.8,18908.45067,1.981390407,MEDIUM,LAMPUNG,21,12,9,4152685,4410467,0
KULONPROGO,1246,2850.0,19000.0,2.287319422,LARGE,DI YOGYAKARTA,21,12,9,3231894,4956169,0
SALATIGA,4996,11400.0,19000.0,2.28182546,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
PURWAKARTA,2940,5195.6,20300.0,1.767210884,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
CIANJUR,1890,2972.2,20300.0,1.572592593,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
DEMAK,2213,5700.0,19000.0,2.57568911,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
KUDUS,1229,2850.0,19000.0,2.318958503,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
MADIUN,2909,6215.0,19000.0,2.136473015,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
SOLO,1030,2850.0,19000.0,2.766990291,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
KLATEN,1302,2850.0,19000.0,2.188940092,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
SRAGEN,4656,11400.0,19000.0,2.448453608,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
BLITAR,1565,3097.2,19000.0,1.979041534,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
MALANG,4588,9581.9,19000.0,2.088469922,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
BOJONEGORO,1560,3330.5,18841.02927,2.134935897,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
TULUNGAGUNG,1620,3087.4,19000.0,1.905802469,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
BOGOR,1764,2941.2,20300.0,1.667346939,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
PURWAKARTA,5710,8734.5,20171.24392,1.529684764,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
MADIUN,26086,57772.0,18804.26937,2.214674538,LARGE,JAWA TIMUR,21,12,9,28211360,34531309,0
SUBANG(P),3570,5754.3,20300.0,1.611848739,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
WONOGIRI,3429,8550.0,19000.0,2.49343832,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
TEBING TINGGI,3504,5899.2,20497.6607,1.683561644,MEDIUM,SUMATERA UTARA,21,12,9,7963562,8822019,0
RANTAU PRAPAT,9742,19385.3,20661.55025,1.98986861,MEDIUM,SUMATERA UTARA,21,12,9,7963562,8822019,0
PEMATANG SIANTAR,8886,16948.4,20783.57721,1.907314877,MEDIUM,SUMATERA UTARA,21,12,9,7963562,8822019,0
BANYUASIN,10414,17905.8,18862.1173,1.719396966,MEDIUM,SUMATERA SELATAN,21,12,9,4424703,5511641,0
BENGKULU,20505,42928.0,19602.48323,2.093538161,LARGE,BENGKULU,21,12,9,426373,1051299,0
JAMBI,12179,21916.4,19977.92521,1.79952377,MEDIUM,JAMBI,21,12,9,1557986,2464346,0
LUBUKLINGGAU,9272,18267.4,18614.12133,1.970168248,MEDIUM,SUMATERA SELATAN,21,12,9,4424703,5511641,0
MUARAENIM,12270,25179.2,18777.9437,2.05209454,LARGE,SUMATERA SELATAN,21,12,9,4424703,5511641,0
MUAROBUNGO,18315,40992.9,19166.24098,2.238214578,LARGE,JAMBI,21,12,9,1557986,2464346,0
PALEMBANG,8459,19107.8,20947.52928,2.258872207,LARGE,SUMATERA SELATAN,21,12,9,4424703,5511641,0
50 KOTA,7038,11375.6,20653.84683,1.616311452,MEDIUM,SUMATERA BARAT,21,12,9,2985299,4704630,0
BANGKINANG,6266,13145.4,20696.05337,2.097893393,LARGE,RIAU,21,12,9,8338176,5737873,0
PADANG,6112,9362.8,20868.68245,1.531871728,MEDIUM,SUMATERA BARAT,21,12,9,2985299,4704630,0
PARIAMAN,6447,11289.2,20114.20473,1.751078021,MEDIUM,SUMATERA BARAT,21,12,9,2985299,4704630,0
PAYAKUMBUH,8807,16665.45,20274.12851,1.892295901,MEDIUM,SUMATERA BARAT,21,12,9,2985299,4704630,0
PEKANBARU,5196,7295.3,21469.60372,1.404022325,SMALL,RIAU,21,12,9,8338176,5737873,0
PELALAWAN,3966,4656.8,22867.97801,1.174180535,SMALL,RIAU,21,12,9,8338176,5737873,0
RENGAT,6029,11626.6,20897.50228,1.928445845,MEDIUM,RIAU,21,12,9,8338176,5737873,0
SIJUNJUNG,9089,17504.7,19848.04081,1.925921444,MEDIUM,SUMATERA BARAT,21,12,9,2985299,4704630,0
BANDA ACEH,25881,49576.7,20053.30185,1.915563541,MEDIUM,ACEH,21,12,9,2064810,3085599,0
BINJAI,17701,28897.55,20175.18302,1.63253771,MEDIUM,SUMATERA UTARA,21,12,9,7963562,8822019,0
MEDAN,7478,11867.8,20251.28752,1.587028617,MEDIUM,SULAWESI UTARA,21,12,9,321214,1249710,0
TANJUNG BINTANG,9554,18212.6,19107.64635,1.906280092,MEDIUM,LAMPUNG,21,12,9,4152685,4410467,0
INDRAMAYU,1680,2555.4,20300.0,1.521071429,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
UNGARAN,13492,26838.4,18965.38393,1.98920842,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
KUDUS,18943,34045.2,19402.3504,1.797244365,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
PONOROGO,5986,8967.0,19672.52147,1.497995322,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
SRAGEN,1712,2730.2,19500.0,1.594742991,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
WONOGIRI,12728,19156.5,19472.3723,1.505067568,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
BLITAR,2576,2873.8,19500.0,1.11560559,SMALL,JAWA TIMUR,21,12,9,28211360,34531309,0
JEMBER,2432,3302.1,19500.0,1.357771382,SMALL,JAWA TIMUR,21,12,9,28211360,34531309,0
MALANG,2160,3453.4,19500.0,1.598796296,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
SINGOSARI,5024,6758.9,19500.0,1.345322452,SMALL,JAWA TIMUR,21,12,9,28211360,34531309,0
BOJONEGORO,18786,28973.2,19308.04675,1.542276163,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
UNGARAN,3840,5595.4,19474.77928,1.457135417,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
LAMONGAN,4080,7028.5,19500.0,1.722671569,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
BANJARBARU,8990,13964.1,19206.35773,1.553292547,MEDIUM,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
BANJARMASIN,6410,11152.1,19000.0,1.739797192,MEDIUM,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
BARABAI,5010,6996.0,18500.0,1.396407186,SMALL,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
PELAIHARI,11230,20841.2,19000.0,1.855850401,MEDIUM,KALIMANTAN SELATAN,21,12,9,4068129,3360253,0
MAROS,3000,4031.1,20892.72903,1.3437,SMALL,SULAWESI SELATAN,21,12,9,4185996,4656211,0
PARE-PARE(SIDRAP),2000,3170.1,20850.0,1.58505,MEDIUM,SULAWESI SELATAN,21,12,9,4185996,4656211,0
SENGKANG,2000,3249.52,20850.0,1.62476,MEDIUM,SULAWESI SELATAN,21,12,9,4185996,4656211,0
BANDAR JAYA,4480,5543.6,19701.83635,1.237410714,SMALL,LAMPUNG,21,12,9,4152685,4410467,0
TULUNGAGUNG,4352,6854.5,19500.0,1.575022978,MEDIUM,JAWA TIMUR,21,12,9,28211360,34531309,0
BANDAR LAMPUNG,9132,13188.6,19195.8358,1.444218134,SMALL,LAMPUNG,21,12,9,4152685,4410467,0
KUDUS,9545,14179.6,19526.07972,1.485552645,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
BLORA,12598,19670.0,19564.74835,1.561358946,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
SEMARANG,12570,26657.2,19332.27796,2.12070008,LARGE,JAWA TENGAH,21,12,9,44473635,25120569,0
GIANYAR,6000,8435.0,20000.0,1.405833333,SMALL,BALI,21,12,9,3934482,4035697,0
SERANG,9728,15044.2,20300.0,1.546484375,MEDIUM,BANTEN,21,12,9,12562506,10545507,0
SUKABUMI,3840,6058.4,20300.0,1.577708333,MEDIUM,JAWA BARAT,21,12,9,49942532,40767182,0
TANGERANG,11520,16212.6,20300.0,1.40734375,SMALL,BANTEN,21,12,9,12562506,10545507,0
KLATEN,6272,8269.3,19350.96683,1.318447066,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
KULONPROGO,10704,13120.4,19785.36401,1.225747384,SMALL,DI YOGYAKARTA,21,12,9,3231894,4956169,0
SALATIGA,3664,5977.2,19450.0,1.631331878,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
DEMAK,1676,2832.0,19500.0,1.68973747,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
YOGYAKARTA,9552,18108.4,19066.74803,1.895770519,MEDIUM,DI YOGYAKARTA,21,12,9,3231894,4956169,0
PURWAKARTA,4096,5955.7,19654.29387,1.45402832,SMALL,JAWA BARAT,21,12,9,49942532,40767182,0
CIANJUR,1400,2062.0,20300.0,1.472857143,SMALL,JAWA BARAT,21,12,9,49942532,40767182,0
MAJALENGKA,12202,14332.0,20600.0,1.174561547,SMALL,JAWA BARAT,21,12,9,49942532,40767182,0
BREBES,2504,2389.0,20000.0,0.9540734824,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
PEKALONGAN,13732,19461.5,19719.98561,1.41723711,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
PURBALINGGA,7437,13551.6,19327.53623,1.822186365,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
PURWOKERTO,10112,13489.5,19672.9308,1.334009098,SMALL,JAWA TENGAH,21,12,9,44473635,25120569,0
TEGAL,6376,9947.5,19547.53456,1.560147428,MEDIUM,JAWA TENGAH,21,12,9,44473635,25120569,0
